"CONAME","lat","long","NAICS6","NAICSD","sales_M","employees","PUBPRV","HDBRCH","is_hq","STATE","STCITY","year"
"Harbourside Engineering",46.231103,-63.126144,541330,"Engineering Services",2.31,10,NA,NA,TRUE,"PE","Charlottetown",2017
"Ainley Group",44.26697,-76.52862,541330,"Engineering Services",0.693,3,NA,NA,TRUE,"ON","Kingston",2017
"Ainley Group",43.662408,-79.720282,541330,"Engineering Services",1.155,5,NA,2,FALSE,"ON","Brampton",2017
"R G C D Inc",46.2100969737736,-70.772749655283,331110,"Iron & Steel Mills & Ferroalloy Manufacturing",9.112,8,NA,NA,TRUE,"QC","Beauceville",2017
"R A Engineers & Inspectors Inc",46.513596,-84.335619,541330,"Engineering Services",1.617,7,NA,NA,TRUE,"ON","Sault Ste. Marie",2017
"Jennifer Soos",50.4303021666667,-104.731877833333,541330,"Engineering Services",0.924,4,NA,NA,TRUE,"SK","Regina",2017
"Jennifer Soos",50.4303021666667,-104.731877833333,541330,"Engineering Services",0.693,3,NA,NA,TRUE,"SK","Regina",2017
"Acuren Group Inc",50.472376,-104.567812,541330,"Engineering Services",16.17,70,NA,2,FALSE,"SK","Regina",2017
"Avalon Consulting Pro-Ontario",42.9081432288557,-78.9361184033831,541330,"Engineering Services",0.924,4,NA,NA,TRUE,"ON","Fort Erie",2017
"Aldea Services LLC",43.8151476,-79.3489527,541330,"Engineering Services",1.386,6,NA,NA,TRUE,"ON","Markham",2017
"Pwrtech Designs",48.4601087051914,-89.1915281257807,541330,"Engineering Services",0.693,3,NA,NA,TRUE,"ON","Thunder Bay",2017
"R K Solutions Inc",48.4601087051914,-89.1915281257807,541330,"Engineering Services",0.693,3,NA,NA,TRUE,"ON","Thunder Bay",2017
"Kirkup Mascoe Ure Surveying",43.161845,-79.224266,541370,"Surveying & Mapping (except Geophysical) Services",1.176,8,NA,NA,TRUE,"ON","St Catharines",2017
"Delcan Corp",43.106495,-79.064221,541330,"Engineering Services",1.155,5,NA,NA,TRUE,"ON","Niagara Falls",2017
"Ram Iron I & I Metal Inc",42.974658,-79.173985,331110,"Iron & Steel Mills & Ferroalloy Manufacturing",10.251,9,NA,NA,TRUE,"ON","Welland",2017
"Richard A Preiss Surveying Ltd",44.101376,-79.800805,541370,"Surveying & Mapping (except Geophysical) Services",0.735,5,NA,NA,TRUE,"ON","Beeton",2017
"Edwards Land Surveys Ltd",56.723551,-111.376683,541370,"Surveying & Mapping (except Geophysical) Services",1.47,10,NA,NA,TRUE,"AB","Fort Mcmurray",2017
"M Z L Design",43.8798585442543,-79.2632825634067,541330,"Engineering Services",0.693,3,NA,NA,TRUE,"ON","Richmond Hill",2017
"Quaile Engineering Ltd",43.8798585442543,-79.2632825634067,541330,"Engineering Services",0.693,3,NA,NA,TRUE,"ON","Richmond Hill",2017
"Best Consultants Inc",43.860319,-79.364348,541330,"Engineering Services",1.386,6,NA,NA,TRUE,"ON","Markham",2017
"G-Tel",43.7678687,-79.5674191,541330,"Engineering Services",2.079,9,NA,NA,TRUE,"ON","Woodbridge",2017
"M G Pascoe & Assoc Ltd",43.8067281,-79.4637619,541330,"Engineering Services",0.924,4,NA,NA,TRUE,"ON","Thornhill",2017
"Norcan Group Inc",43.820289950935,-79.3959067115761,541330,"Engineering Services",0.924,4,NA,NA,TRUE,"ON","Thornhill",2017
"S P L Consultants Ltd",43.8253741591009,-79.5952553855263,541330,"Engineering Services",0.924,4,NA,NA,TRUE,"ON","Woodbridge",2017
"Samsung Techwin Canada",43.876629,-79.400023,541330,"Engineering Services",1.386,6,NA,NA,TRUE,"ON","Richmond Hill",2017
"Science Pario/Engrng & Environ",43.8212484,-79.4982586,541330,"Engineering Services",1.386,6,NA,NA,TRUE,"ON","Concord",2017
"Moffatt Associates",43.799482,-79.447731,541330,"Engineering Services",0.693,3,NA,NA,TRUE,"ON","Thornhill",2017
"Land Solutions LP",43.8253741591009,-79.5952553855263,541370,"Surveying & Mapping (except Geophysical) Services",0.735,5,NA,NA,TRUE,"ON","Woodbridge",2017
"Genesis Design Engineering",44.336471,-79.669979,541330,"Engineering Services",0.693,3,NA,NA,TRUE,"ON","Barrie",2017
"Municipal Planning Svc Ltd",44.343912,-79.67634,541370,"Surveying & Mapping (except Geophysical) Services",0.735,5,NA,NA,TRUE,"ON","Barrie",2017
"Smith-Andersen Consltng Engrs",49.877479,-97.230033,541330,"Engineering Services",1.617,7,NA,NA,TRUE,"MB","Winnipeg",2017
"North Technical Svc Inc",49.890691,-97.210169,541370,"Surveying & Mapping (except Geophysical) Services",0.735,5,NA,NA,TRUE,"MB","Winnipeg",2017
"Mts-Videoconferencing",49.8990116751953,-97.005952075,541330,"Engineering Services",1.386,6,NA,NA,TRUE,"MB","Winnipeg",2017
"Park City Systems Inc",49.903844,-97.127483,541330,"Engineering Services",1.386,6,NA,NA,TRUE,"MB","Winnipeg",2017
"W S P Canada Inc",54.5157394326863,-128.583051898468,541330,"Engineering Services",0.924,4,NA,NA,TRUE,"BC","Terrace",2017
"WSP Canada",54.053405,-128.655412,541330,"Engineering Services",3.465,15,2,2,FALSE,"BC","Kitimat",2017
"Global Risk Consultants",44.0231469,-79.4443693,541330,"Engineering Services",1.386,6,NA,NA,TRUE,"ON","Aurora",2017
"Nova Products",45.481818,-73.778726,331221,"Rolled Steel Shape Manufacturing",4.86,6,NA,2,FALSE,"QC","Dorval",2017
"Gallagher Technical Svc Ltd",45.393813,-65.976319,541330,"Engineering Services",0.924,4,NA,NA,TRUE,"NB","Rothesay",2017
"Netricom",45.3104989,-66.0155944,541330,"Engineering Services",1.386,6,NA,NA,TRUE,"NB","Saint John",2017
"Flint Tubular Management Svc",53.2750019341463,-110.0181162,331110,"Iron & Steel Mills & Ferroalloy Manufacturing",22.78,20,NA,NA,TRUE,"AB","Lloydminster",2017
"Task Engineering",49.670791,-124.983309,541330,"Engineering Services",0.924,4,NA,NA,TRUE,"BC","Courtenay",2017
"Mcw Consulting Ltee",49.1899361153731,-122.816115590821,541330,"Engineering Services",0.924,4,NA,NA,TRUE,"BC","Surrey",2017
"Latera Engineering Inc",49.249015,-122.86177,541330,"Engineering Services",0.693,3,NA,NA,TRUE,"BC","Coquitlam",2017
"Mcmillan Engineering Ltd",49.219777,-122.904778,541330,"Engineering Services",1.848,8,NA,NA,TRUE,"BC","New Westminster",2017
"Johnston Structural Engrng Inc",49.935788,-125.186902,541330,"Engineering Services",0.693,3,NA,NA,TRUE,"BC","Campbell River",2017
"Step-Up Technologies Inc",49.1839726,-123.0734677,541511,"Custom Computer Programming Services",0.828,4,NA,NA,TRUE,"BC","Richmond",2017
"H D R Engineering Inc",49.18667,-123.104869,541330,"Engineering Services",1.386,6,NA,NA,TRUE,"BC","Richmond",2017
"Greenland International",44.496219,-80.211526,541330,"Engineering Services",1.386,6,NA,NA,TRUE,"ON","Collingwood",2017
"Consultants Procad",48.4291487,-71.8712306,541330,"Engineering Services",1.155,5,NA,NA,TRUE,"QC","Metabetchouan-Lac-A-La-Croix",2017
"Keen Boat Building",44.27788,-76.98457,336612,"Boat Building",1.188,6,NA,NA,TRUE,"ON","Napanee",2017
"Walter Rayworth",45.8291046102127,-64.2041762269383,541370,"Surveying & Mapping (except Geophysical) Services",0.735,5,NA,NA,TRUE,"NS","Amherst",2017
"Martin Roy Et Associes Sgny",48.407391,-71.248457,541330,"Engineering Services",1.386,6,NA,NA,TRUE,"QC","Jonquiere",2017
"Borealis Consulting",47.5611646,-52.7090959,541330,"Engineering Services",0.462,2,NA,NA,TRUE,"NL","St. John's",2017
"Republic Season",47.5660512,-52.7062566,541330,"Engineering Services",0.231,1,NA,NA,TRUE,"NL","St. John's",2017
"C T Sales Ltd",47.5080684259366,-53.0936218154887,541330,"Engineering Services",0.693,3,NA,NA,TRUE,"NL","St. John's",2017
"L O C Marine & Engrng Conslnts",47.5080684259366,-53.0936218154887,541330,"Engineering Services",0.693,3,NA,NA,TRUE,"NL","St. John's",2017
"Robert Power",47.276512,-53.301822,541370,"Surveying & Mapping (except Geophysical) Services",0.735,5,NA,NA,TRUE,"NL","Holyrood",2017
"W J Thorne Surveys Ltd",47.5080684259366,-53.0936218154887,541370,"Surveying & Mapping (except Geophysical) Services",0.735,5,NA,NA,TRUE,"NL","St. John's",2017
"Architecture49",47.5616114,-52.7459274,541330,"Engineering Services",1.617,7,2,2,FALSE,"NL","St. John's",2017
"Boreal Engineering",60.650889,-135.021332,541330,"Engineering Services",2.31,10,NA,NA,TRUE,"YT","Whitehorse",2017
"Lamerton Land Surveys",60.722003,-135.063377,541370,"Surveying & Mapping (except Geophysical) Services",0.735,5,NA,NA,TRUE,"YT","Whitehorse",2017
"Suncoast Consulting Ltd",49.168491,-123.941766,541330,"Engineering Services",0.924,4,NA,NA,TRUE,"BC","Nanaimo",2017
"Ac/Dc Machining & Elec Ltd",49.166559,-123.955471,541330,"Engineering Services",0.693,3,NA,NA,TRUE,"BC","Nanaimo",2017
"Pierre Belanger",45.656911,-74.334347,541370,"Surveying & Mapping (except Geophysical) Services",0.735,5,NA,NA,TRUE,"QC","Lachute",2017
"Rene Tousignant",45.656911,-74.334347,541370,"Surveying & Mapping (except Geophysical) Services",0.735,5,NA,NA,TRUE,"QC","Lachute",2017
"Pierre-Simo Madore",45.656911,-74.334347,541370,"Surveying & Mapping (except Geophysical) Services",0.735,5,NA,NA,TRUE,"QC","Lachute",2017
"O T V Technologies Ltd",52.1329081,-106.6685912,541511,"Custom Computer Programming Services",0.828,4,NA,NA,TRUE,"SK","Saskatoon",2017
"Ch2M Hill",52.114262955122,-106.62044455922,541330,"Engineering Services",0.924,4,NA,NA,TRUE,"SK","Saskatoon",2017
"Missinipi Water Solutions Inc",52.114262955122,-106.62044455922,541330,"Engineering Services",0.924,4,NA,NA,TRUE,"SK","Saskatoon",2017
"J M G Engineering",52.114262955122,-106.62044455922,541330,"Engineering Services",0.693,3,NA,NA,TRUE,"SK","Saskatoon",2017
"Sonar Consultant En Acoustique",45.8082597,-74.0498253,541330,"Engineering Services",0.693,3,NA,NA,TRUE,"QC","Saint-Jerome",2017
"Gendron Lefebvre Arpenteurs",45.7785374,-74.0032616,541370,"Surveying & Mapping (except Geophysical) Services",0.882,6,NA,NA,TRUE,"QC","Saint-Jerome",2017
"Norda Stelo Inc",45.7757328,-74.0036845,541330,"Engineering Services",1.386,6,NA,NA,TRUE,"QC","Saint-Jerome",2017
"Laurin-Ryan Ingenieurs S E N C",46.1183868,-74.5965459,541330,"Engineering Services",1.386,6,NA,NA,TRUE,"QC","Mont-Tremblant",2017
"Antwood Surveys Ltd",46.0771659,-60.255818221875,541370,"Surveying & Mapping (except Geophysical) Services",0.735,5,NA,NA,TRUE,"NS","Sydney",2017
"Smith & Elms Ltd",44.352817,-78.7462955,541370,"Surveying & Mapping (except Geophysical) Services",0.735,5,NA,NA,TRUE,"ON","Lindsay",2017
"Trow Associates Inc",44.291492,-78.373224,541330,"Engineering Services",1.155,5,NA,NA,TRUE,"ON","Peterborough",2017
"IRC Building Sciences Group",46.148351,-80.430496,541330,"Engineering Services",0.231,1,NA,2,FALSE,"ON","Noelville",2017
"IRC Building Sciences Group",43.4936715,-80.5385265,541330,"Engineering Services",2.772,12,NA,2,FALSE,"ON","Waterloo",2017
"IRC Building Sciences Group",50.4507335,-104.6200325,541330,"Engineering Services",2.772,12,NA,2,FALSE,"SK","Regina",2017
"Acuren Group Inc",43.1320024571531,-80.7508728362661,541330,"Engineering Services",0.693,3,NA,2,FALSE,"ON","Woodstock",2017
"Eric Denicourt",45.209383,-72.726129,541370,"Surveying & Mapping (except Geophysical) Services",0.735,5,NA,NA,TRUE,"QC","Cowansville",2017
"Waylaw Inc",43.2352715234177,-80.4059970746835,541370,"Surveying & Mapping (except Geophysical) Services",0.735,5,NA,NA,TRUE,"ON","Paris",2017
"Xperterra Project Svc Inc",43.1844269803279,-80.2358046907104,541370,"Surveying & Mapping (except Geophysical) Services",0.735,5,NA,NA,TRUE,"ON","Brantford",2017
"Gemtec Limited",47.044692,-67.742241,541330,"Engineering Services",0.924,4,NA,NA,TRUE,"NB","Grand Falls",2017
"Dowco Technology Svc",45.6419861,-73.8525729,541330,"Engineering Services",1.848,8,NA,2,FALSE,"QC","Sainte-Therese",2017
"Dowco Technology Svc",43.6608308,-79.653705,541330,"Engineering Services",1.848,8,NA,2,FALSE,"ON","Mississauga",2017
"Aciers Richelieu",46.038744,-73.110219,331110,"Iron & Steel Mills & Ferroalloy Manufacturing",22.78,20,NA,NA,TRUE,"QC","Sorel-Tracy",2017
"Searle Environmental Svc Ltd",45.1178429214286,-63.4661811,541330,"Engineering Services",0.924,4,NA,NA,TRUE,"NS","Shubenacadie",2017
"Maritime Bioextracts Inc",45.3638183864602,-63.27333780137,541330,"Engineering Services",0.693,3,NA,NA,TRUE,"NS","Truro",2017
"Groupe Alphard",45.528261,-73.600302,541330,"Engineering Services",0.693,3,NA,NA,TRUE,"QC","Montreal",2017
"Leroux Cyr Inc",45.556286,-73.670546,541330,"Engineering Services",1.386,6,NA,NA,TRUE,"QC","Montreal",2017
"Marcom Genie Conseil",46.345103,-72.60354,541330,"Engineering Services",0.924,4,NA,NA,TRUE,"QC","Trois-Rivieres",2017
"Sync Magic",45.6701428700495,-73.4995047074257,541511,"Custom Computer Programming Services",1.035,5,NA,NA,TRUE,"QC","Montreal",2017
"3 Vis",45.608261,-73.551298,541511,"Custom Computer Programming Services",1.035,5,NA,NA,TRUE,"QC","Anjou",2017
"Tag My Doc",45.534493,-73.577925,541511,"Custom Computer Programming Services",1.035,5,NA,NA,TRUE,"QC","Montreal",2017
"Gestion Normand Bachand Inc",45.435656,-73.585487,336612,"Boat Building",1.188,6,NA,NA,TRUE,"QC","Verdun",2017
"WSP Canada",45.487205,-73.626082,541330,"Engineering Services",3.465,15,2,2,FALSE,"QC","Montreal",2017
"Aptovision",45.487382,-73.762781,541330,"Engineering Services",3.003,13,NA,NA,TRUE,"QC","Saint-Laurent",2017
"J El Gemayel",45.6701428700495,-73.4995047074257,541330,"Engineering Services",0.462,2,NA,NA,TRUE,"QC","Montreal",2017
"Les Services Exp Inc",45.51771,-73.558926,541330,"Engineering Services",2.31,10,NA,NA,TRUE,"QC","Montreal",2017
"Consultants N C P",45.6701428700495,-73.4995047074257,541330,"Engineering Services",0.924,4,NA,NA,TRUE,"QC","Montreal",2017
"Cys Genie-Conseil",45.508362,-73.553953,541330,"Engineering Services",1.617,7,NA,NA,TRUE,"QC","Montreal",2017
"Etiq Groupe Eurogiciel Inc",45.484047,-73.562138,541330,"Engineering Services",1.617,7,NA,NA,TRUE,"QC","Montreal",2017
"Group Conseil Genisecure Inc",45.48902,-73.680069,541330,"Engineering Services",2.079,9,NA,NA,TRUE,"QC","Mont-Royal",2017
"M Kljajo",45.501765,-73.578535,541330,"Engineering Services",0.693,3,NA,NA,TRUE,"QC","Montreal",2017
"Ultra Vision",45.5250475860119,-73.7273359767857,333314,"Optical Instrument & Lens Manufacturing",1.144,4,NA,NA,TRUE,"QC","Saint-Laurent",2017
"3D Inc",45.527133,-73.619807,541511,"Custom Computer Programming Services",1.035,5,NA,NA,TRUE,"QC","Montreal",2017
"Istark Technologies Inc",45.6701428700495,-73.4995047074257,541511,"Custom Computer Programming Services",1.035,5,NA,NA,TRUE,"QC","Montreal",2017
"Harriot Ava",45.490235,-73.641672,541370,"Surveying & Mapping (except Geophysical) Services",0.735,5,NA,NA,TRUE,"QC","Montreal",2017
"Services De Consultation S H",45.536376,-73.719279,541330,"Engineering Services",0.693,3,NA,NA,TRUE,"QC","Montreal",2017
"Ready Engineering Corp",50.0545592608025,-119.406252215741,541330,"Engineering Services",0.693,3,NA,NA,TRUE,"BC","Lake Country",2017
"10 Tech Indl Inc",42.194046,-82.447792,331110,"Iron & Steel Mills & Ferroalloy Manufacturing",9.112,8,NA,NA,TRUE,"ON","Comber",2017
"Surv-Co",42.3126496910941,-82.87873993257,541370,"Surveying & Mapping (except Geophysical) Services",0.735,5,NA,NA,TRUE,"ON","Windsor",2017
"Robotics Plus Inc",43.9584051184573,-78.9628339374656,541330,"Engineering Services",0.693,3,NA,NA,TRUE,"ON","Ajax",2017
"Groupe Giroux",49.912162,-74.383365,541370,"Surveying & Mapping (except Geophysical) Services",2.94,20,2,2,FALSE,"QC","Chibougamau",2017
"Vista Projects Ltd",51.04884,-114.078756,541330,"Engineering Services",2.079,9,NA,2,FALSE,"AB","Calgary",2017
"Vista Projects Ltd",50.998335,-114.059932,541330,"Engineering Services",1.386,6,NA,2,FALSE,"AB","Calgary",2017
"Terminal Sheet Metal Products",49.136332,-123.010632,331110,"Iron & Steel Mills & Ferroalloy Manufacturing",9.112,8,NA,2,FALSE,"BC","Delta",2017
"Legato Software",43.747807330355,-79.3047050707466,541511,"Custom Computer Programming Services",0.828,4,NA,NA,TRUE,"ON","Toronto",2017
"Acoust-Fx",43.747807330355,-79.3047050707466,541330,"Engineering Services",0.924,4,NA,NA,TRUE,"ON","Toronto",2017
"R B S Computer Forensics",43.2288729,-79.8386546,541511,"Custom Computer Programming Services",0.828,4,NA,NA,TRUE,"ON","Hamilton",2017
"Animation Group Ltd",43.600894,-79.505255,541511,"Custom Computer Programming Services",1.035,5,NA,NA,TRUE,"ON","Etobicoke",2017
"Blackmagic Design Tech Inc",43.67079,-79.296775,541511,"Custom Computer Programming Services",1.035,5,NA,NA,TRUE,"ON","Toronto",2017
"Lucid 3D",43.658207,-79.352272,541511,"Custom Computer Programming Services",1.035,5,NA,NA,TRUE,"ON","Toronto",2017
"Smartegg Games",43.747807330355,-79.3047050707466,541511,"Custom Computer Programming Services",1.035,5,NA,NA,TRUE,"ON","Toronto",2017
"Topix Computer Graphics-Anmtn",43.651345,-79.390058,541511,"Custom Computer Programming Services",1.035,5,NA,NA,TRUE,"ON","Toronto",2017
"Cisco Systems",43.79884,-79.261929,541330,"Engineering Services",1.848,8,NA,NA,TRUE,"ON","Scarborough",2017
"C B Fairn & Assoc Ltd",43.747807330355,-79.3047050707466,541330,"Engineering Services",0.693,3,NA,NA,TRUE,"ON","Toronto",2017
"Adben Total Maintenance",43.747807330355,-79.3047050707466,541330,"Engineering Services",0.924,4,NA,NA,TRUE,"ON","Toronto",2017
"Compuroll Inc",43.747807330355,-79.3047050707466,541330,"Engineering Services",0.924,4,NA,NA,TRUE,"ON","Toronto",2017
"Hamann Engineering",43.747807330355,-79.3047050707466,541330,"Engineering Services",0.924,4,NA,NA,TRUE,"ON","Toronto",2017
"David Fleishman Designs Ltd",43.6695531,-79.413345,541330,"Engineering Services",0.693,3,NA,NA,TRUE,"ON","Toronto",2017
"Aces Robotics",43.747807330355,-79.3047050707466,541330,"Engineering Services",0.693,3,NA,NA,TRUE,"ON","Toronto",2017
"Craig Arigeis",43.747807330355,-79.3047050707466,541370,"Surveying & Mapping (except Geophysical) Services",0.735,5,NA,NA,TRUE,"ON","Toronto",2017
"Easy Surfer",43.747807330355,-79.3047050707466,541330,"Engineering Services",0.693,3,NA,NA,TRUE,"ON","Toronto",2017
"Larry Marshak",50.6864356994629,-121.936004638672,541370,"Surveying & Mapping (except Geophysical) Services",0.735,5,NA,NA,TRUE,"BC","Lillooet",2017
"Carrier & Carrier",46.827755,-71.131878,541370,"Surveying & Mapping (except Geophysical) Services",0.882,6,NA,NA,TRUE,"QC","Levis",2017
"J Daniel Marcotte",46.794962,-71.257075,541370,"Surveying & Mapping (except Geophysical) Services",1.176,8,NA,NA,TRUE,"QC","Quebec",2017
"Geolocation",46.8087412,-71.3119905,541370,"Surveying & Mapping (except Geophysical) Services",1.176,8,NA,NA,TRUE,"QC","Quebec",2017
"Groupe Alco",46.636489,-71.317824,541330,"Engineering Services",0.924,4,NA,NA,TRUE,"QC","Levis",2017
"Poly-Robotics",46.787526,-71.319025,541330,"Engineering Services",1.848,8,NA,NA,TRUE,"QC","Quebec",2017
"Roofchek Canada Inspctn-Design",43.8592799,-78.8979739,541330,"Engineering Services",0.984,6,NA,NA,TRUE,"ON","Whitby",2017
"Automated Design Systems",43.0106014638381,-81.1774160181462,541511,"Custom Computer Programming Services",1.035,5,NA,NA,TRUE,"ON","London",2017
"Avicam Technologies",42.9335285,-81.2043115,541330,"Engineering Services",1.155,5,NA,NA,TRUE,"ON","London",2017
"B T Engineering",43.0106014638381,-81.1774160181462,541330,"Engineering Services",0.693,3,NA,NA,TRUE,"ON","London",2017
"J M P Engineering Inc",42.934791,-81.212545,541330,"Engineering Services",1.386,6,NA,NA,TRUE,"ON","London",2017
"Beothuk Energy Inc",47.595693,-52.70948,541330,"Engineering Services",1.848,8,NA,NA,TRUE,"NL","St. John's",2017
"Diane Joubert Acupuncture",45.9067495,-72.5406445,331110,"Iron & Steel Mills & Ferroalloy Manufacturing",9.112,8,NA,NA,TRUE,"QC","Drummondville",2017
"Arcos Acoustical Consulting",51.0169312720978,-113.836177343841,541330,"Engineering Services",0.924,4,NA,NA,TRUE,"AB","Calgary",2017
"P D I Consultants",50.975918,-114.014375,541330,"Engineering Services",1.848,8,NA,NA,TRUE,"AB","Calgary",2017
"Adit Engineering Inc",50.911943,-114.061846,541330,"Engineering Services",0.924,4,NA,NA,TRUE,"AB","Calgary",2017
"Balkan Aero Engineering Inc",51.021774,-114.185818,541330,"Engineering Services",0.924,4,NA,NA,TRUE,"AB","Calgary",2017
"Infracor Consulting Ltd",50.995556,-114.059801,541330,"Engineering Services",1.386,6,NA,NA,TRUE,"AB","Calgary",2017
"J M P Engineering",51.002506,-114.067878,541330,"Engineering Services",1.386,6,NA,NA,TRUE,"AB","Calgary",2017
"Kleinfelder Canada",51.047932,-114.077641,541330,"Engineering Services",2.079,9,NA,NA,TRUE,"AB","Calgary",2017
"Level Consulting Engineers Ltd",51.015972,-114.119399,541330,"Engineering Services",0.924,4,NA,NA,TRUE,"AB","Calgary",2017
"David Long",51.0169312720978,-113.836177343841,541330,"Engineering Services",0.693,3,NA,NA,TRUE,"AB","Calgary",2017
