"CONAME","lat","long","NAICS6","NAICSD","sales_M","employees","PUBPRV","HDBRCH","STATE","STCITY","year"
"Lee Fox Engineering Inc",53.5413162,-113.488926,541330,"Engineering Services",2.31,10,NA,NA,"AB","Edmonton",2017
"Consultants De La Vallee-Forts",45.4726846,-73.2655401,541330,"Engineering Services",1.155,5,NA,NA,"QC","Saint-Mathias-Sur-Richelieu",2017
"Groupe Conseil Genicom Inc",45.561532,-73.492353,541330,"Engineering Services",16.17,70,NA,NA,"QC","Longueuil",2017
"Acumentrics Canada Ltd",44.2738813,-76.56579,541330,"Engineering Services",0.924,4,NA,NA,"ON","Kingston",2017
"Besant & Assoc Engineers Ltd",49.328566,-123.129591,541330,"Engineering Services",0.693,3,NA,NA,"BC","West Vancouver",2017
"2 H Engineering",53.474098,-113.472964,541330,"Engineering Services",0.462,2,NA,NA,"AB","Edmonton",2017
"Burlington Automation",43.258521,-80.256819,541330,"Engineering Services",1.155,5,NA,NA,"ON","St George Brant",2017
"Aegis Engineering",43.803253,-79.529139,541330,"Engineering Services",1.617,7,NA,NA,"ON","Concord",2017
"Lizotte Automatisation Inc",47.531568,-68.797781,541330,"Engineering Services",2.31,10,NA,NA,"QC","Temiscouata-Sur-Le-Lac",2017
"First Nations Engineering Svc",42.821995,-81.443362,541330,"Engineering Services",0.462,2,NA,NA,"ON","Muncey",2017
"Plan Energy",46.143103,-77.569914,541330,"Engineering Services",1.155,5,NA,NA,"ON","Deep River",2017
"ESP Control & Automation Inc",46.2483174,-81.8152417,541330,"Engineering Services",1.155,5,NA,NA,"ON","Espanola",2017
"Fig Industrial Design",43.678559,-79.299776,541330,"Engineering Services",0.462,2,NA,NA,"ON","Toronto",2017
"Lakeland Engineering",43.401112,-79.699093,541330,"Engineering Services",0.462,2,NA,NA,"ON","Oakville",2017
"SNC-LAVALIN Inc",45.565569,-73.753133,541330,"Engineering Services",3.465,15,NA,NA,"QC","Laval",2017
"Roof 1 Consultants Ltd",46.119395,-64.859071,541330,"Engineering Services",0.164,1,NA,NA,"NB","Moncton",2017
"Marna Architectural Technology",46.089924,-64.785496,541330,"Engineering Services",0.462,2,NA,NA,"NB","Moncton",2017
